"","V1","V2"
"6914","geruhsamer","0.0769"
"6915","geruhsamerem","0.0769"
"6916","geruhsamste","0.0769"
"6917","geruhsamster","0.0769"
"6918","geruhsamere","0.0769"
"6919","geruhsamstes","0.0769"
"6920","geruhsameren","0.0769"
"6921","geruhsames","0.0769"
"6922","geruhsamen","0.0769"
"6923","geruhsamst","0.0769"
"6924","geruhsamem","0.0769"
"6925","geruhsamstem","0.0769"
"6926","geruhsamsten","0.0769"
"6927","geruhsame","0.0769"
"6928","geruhsamerer","0.0769"
"6929","geruhsameres","0.0769"
"6930","geräumiger","0.1008"
"6931","geräumigeres","0.1008"
"6932","geräumigstem","0.1008"
"6933","geräumigerer","0.1008"
"6934","geräumigste","0.1008"
"6935","geräumige","0.1008"
"6936","geräumiges","0.1008"
"6937","geräumigere","0.1008"
"6938","geräumigst","0.1008"
"6939","geräumigsten","0.1008"
"6940","geräumigeren","0.1008"
"6941","geräumigen","0.1008"
"6942","geräumigem","0.1008"
"6943","geräumigerem","0.1008"
"6944","geräumigster","0.1008"
"6945","geräumigstes","0.1008"
"6946","gerührten","0.446"
"6947","gerührtere","0.446"
"6948","gerührtem","0.446"
"6949","gerührter","0.446"
"6950","gerührteste","0.446"
"6951","gerührtesten","0.446"
"6952","gerührtestem","0.446"
"6953","gerührte","0.446"
"6954","gerührteres","0.446"
"6955","gerührterer","0.446"
"6956","gerührtestes","0.446"
"6957","gerührtest","0.446"
"6958","gerührtester","0.446"
"6959","gerührteren","0.446"
"6960","gerührterem","0.446"
"6961","gerührtes","0.446"
"6962","geschicktest","0.004"
"6963","geschickter","0.004"
"6964","geschickterer","0.004"
"6965","geschicktes","0.004"
"6966","geschickteren","0.004"
"6967","geschickterem","0.004"
"6968","geschickte","0.004"
"6969","geschicktester","0.004"
"6970","geschicktestes","0.004"
"6971","geschickten","0.004"
"6972","geschickteste","0.004"
"6973","geschicktestem","0.004"
"6974","geschicktesten","0.004"
"6975","geschicktem","0.004"
"6976","geschicktere","0.004"
"6977","geschickteres","0.004"
"6978","geschmackvollere","0.2116"
"6979","geschmackvollst","0.2116"
"6980","geschmackvolleren","0.2116"
"6981","geschmackvolles","0.2116"
"6982","geschmackvoller","0.2116"
"6983","geschmackvollerem","0.2116"
"6984","geschmackvollen","0.2116"
"6985","geschmackvollster","0.2116"
"6986","geschmackvollste","0.2116"
"6987","geschmackvollem","0.2116"
"6988","geschmackvollstes","0.2116"
"6989","geschmackvolle","0.2116"
"6990","geschmackvollsten","0.2116"
"6991","geschmackvollerer","0.2116"
"6992","geschmackvollstem","0.2116"
"6993","geschmackvolleres","0.2116"
"6994","geschäftige","0.004"
"6995","geschäftigeren","0.004"
"6996","geschäftiges","0.004"
"6997","geschäftigste","0.004"
"6998","geschäftiger","0.004"
"6999","geschäftigerem","0.004"
"7000","geschäftigst","0.004"
"7001","geschäftigstem","0.004"
"7002","geschäftigstes","0.004"
"7003","geschäftigster","0.004"
"7004","geschäftigsten","0.004"
"7005","geschäftigere","0.004"
"7006","geschäftigem","0.004"
"7007","geschäftigerer","0.004"
"7008","geschäftigen","0.004"
"7009","geschäftigeres","0.004"
"7010","geschätztestes","0.004"
"7011","geschätztest","0.004"
"7012","geschätztem","0.004"
"7013","geschätzten","0.004"
"7014","geschätztes","0.004"
"7015","geschätzte","0.004"
"7016","geschätzter","0.004"
"7017","geschätzteste","0.004"
"7018","geschätztester","0.004"
"7019","geschätzterer","0.004"
"7020","geschätzteres","0.004"
"7021","geschätztesten","0.004"
"7022","geschätzteren","0.004"
"7023","geschätztestem","0.004"
"7024","geschätztere","0.004"
"7025","geschätzterem","0.004"
"7026","gesunderen","0.1554"
"7027","gesundem","0.1554"
"7028","gesünderen","0.1554"
"7029","gesunden","0.1554"
"7030","gesünderem","0.1554"
"7031","gesunderem","0.1554"
"7032","gesünderer","0.1554"
"7033","gesünderes","0.1554"
"7034","gesünder","0.1554"
"7035","gesundestes","0.1554"
"7036","gesündeste","0.1554"
"7037","gesundester","0.1554"
"7038","gesundere","0.1554"
"7039","gesundesten","0.1554"
"7040","gesundestem","0.1554"
"7041","gesündestes","0.1554"
"7042","gesündester","0.1554"
"7043","gesündesten","0.1554"
"7044","gesunderes","0.1554"
"7045","gesündestem","0.1554"
"7046","gesunderer","0.1554"
"7047","gesunde","0.1554"
"7048","gesundest","0.1554"
"7049","gesündest","0.1554"
"7050","gesündere","0.1554"
"7051","gesundes","0.1554"
"7052","gesunder","0.1554"
"7053","gesundeste","0.1554"
"7054","getreuestem","0.004"
"7055","getreuesten","0.004"
"7056","getreuen","0.004"
"7057","getreuerer","0.004"
"7058","getreuem","0.004"
"7059","getreueres","0.004"
"7060","getreusten","0.004"
"7061","getreuester","0.004"
"7062","getreuerem","0.004"
"7063","getreustem","0.004"
"7064","getreueren","0.004"
"7065","getreuest","0.004"
"7066","getreustes","0.004"
"7067","getreust","0.004"
"7068","getreuster","0.004"
"7069","getreuestes","0.004"
"7070","getreuste","0.004"
"7071","getreues","0.004"
"7072","getreuer","0.004"
"7073","getreuere","0.004"
"7074","getreue","0.004"
"7075","getreueste","0.004"
"7076","gewaltfreistes","0.004"
"7077","gewaltfreister","0.004"
"7078","gewaltfreie","0.004"
"7079","gewaltfreistem","0.004"
"7080","gewaltfreisten","0.004"
"7081","gewaltfreier","0.004"
"7082","gewaltfreies","0.004"
"7083","gewaltfreiem","0.004"
"7084","gewaltfreien","0.004"
"7085","gewaltfreist","0.004"
"7086","gewaltfreiere","0.004"
"7087","gewaltfreiste","0.004"
"7088","gewaltfreierer","0.004"
"7089","gewaltfreieres","0.004"
"7090","gewaltfreierem","0.004"
"7091","gewaltfreieren","0.004"
"7092","gewaltiger","0.004"
"7093","gewaltigeren","0.004"
"7094","gewaltigerem","0.004"
"7095","gewaltiges","0.004"
"7096","gewaltigste","0.004"
"7097","gewaltigstem","0.004"
"7098","gewaltige","0.004"
"7099","gewaltigsten","0.004"
"7100","gewaltigstes","0.004"
"7101","gewaltigem","0.004"
"7102","gewaltigeres","0.004"
"7103","gewaltigster","0.004"
"7104","gewaltigen","0.004"
"7105","gewaltigerer","0.004"
"7106","gewaltigst","0.004"
"7107","gewaltigere","0.004"
"7108","gewichtige","0.004"
"7109","gewichtigeren","0.004"
"7110","gewichtigerem","0.004"
"7111","gewichtigerer","0.004"
"7112","gewichtigeres","0.004"
"7113","gewichtiges","0.004"
"7114","gewichtiger","0.004"
"7115","gewichtigster","0.004"
"7116","gewichtigstes","0.004"
"7117","gewichtigere","0.004"
"7118","gewichtigst","0.004"
"7119","gewichtigste","0.004"
"7120","gewichtigen","0.004"
"7121","gewichtigsten","0.004"
"7122","gewichtigem","0.004"
"7123","gewichtigstem","0.004"
"7124","gewinnbringenderem","0.004"
"7125","gewinnbringenderen","0.004"
"7126","gewinnbringendst","0.004"
"7127","gewinnbringende","0.004"
"7128","gewinnbringendstes","0.004"
"7129","gewinnbringenden","0.004"
"7130","gewinnbringendster","0.004"
"7131","gewinnbringendem","0.004"
"7132","gewinnbringenderes","0.004"
"7133","gewinnbringender","0.004"
"7134","gewinnbringenderer","0.004"
"7135","gewinnbringendes","0.004"
"7136","gewinnbringendsten","0.004"
"7137","gewinnbringendere","0.004"
"7138","gewinnbringendste","0.004"
"7139","gewinnbringendstem","0.004"
"7140","gewissenhaftestem","0.004"
"7141","gewissenhaftesten","0.004"
"7142","gewissenhaftest","0.004"
"7143","gewissenhafte","0.004"
"7144","gewissenhaftem","0.004"
"7145","gewissenhaften","0.004"
"7146","gewissenhafter","0.004"
"7147","gewissenhafteren","0.004"
"7148","gewissenhafterem","0.004"
"7149","gewissenhaftes","0.004"
"7150","gewissenhaftester","0.004"
"7151","gewissenhafteres","0.004"
"7152","gewissenhafterer","0.004"
"7153","gewissenhaftere","0.004"
"7154","gewissenhaftestes","0.004"
"7155","gewissenhafteste","0.004"
"7156","gewünschteren","0.004"
"7157","gewünschterem","0.004"
"7158","gewünschteste","0.004"
"7159","gewünschtere","0.004"
"7160","gewünschtest","0.004"
"7161","gewünschten","0.004"
"7162","gewünschtes","0.004"
"7163","gewünschter","0.004"
"7164","gewünschteres","0.004"
"7165","gewünschtester","0.004"
"7166","gewünschterer","0.004"
"7167","gewünschtestes","0.004"
"7168","gewünschte","0.004"
"7169","gewünschtem","0.004"
"7170","gewünschtesten","0.004"
"7171","gewünschtestem","0.004"
"7172","gezieltstem","0.004"
"7173","gezieltsten","0.004"
"7174","gezieltere","0.004"
"7175","gezieltster","0.004"
"7176","gezieltstes","0.004"
"7177","gezielteres","0.004"
"7178","gezielterer","0.004"
"7179","gezielte","0.004"
"7180","gezieltes","0.004"
"7181","gezielter","0.004"
"7182","gezielterem","0.004"
"7183","gezieltste","0.004"
"7184","gezieltem","0.004"
"7185","gezieltst","0.004"
"7186","gezielten","0.004"
"7187","gezielteren","0.004"
"7188","gigantischer","0.5459"
"7189","gigantisches","0.5459"
"7190","gigantischen","0.5459"
"7191","gigantischst","0.5459"
"7192","gigantischem","0.5459"
"7193","gigantischere","0.5459"
"7194","gigantischstem","0.5459"
"7195","gigantischsten","0.5459"
"7196","gigantischster","0.5459"
"7197","gigantischeres","0.5459"
"7198","gigantischstes","0.5459"
"7199","gigantischste","0.5459"
"7200","gigantische","0.5459"
"7201","gigantischerer","0.5459"
"7202","gigantischerem","0.5459"
"7203","gigantischeren","0.5459"
"7204","glamouröse","0.004"
"7205","glamouröser","0.004"
"7206","glamourösere","0.004"
"7207","glamouröses","0.004"
"7208","glamourösen","0.004"
"7209","glamourösem","0.004"
"7210","glamourösest","0.004"
"7211","glamouröserem","0.004"
"7212","glamouröseren","0.004"
"7213","glamourösester","0.004"
"7214","glamouröseres","0.004"
"7215","glamouröserer","0.004"
"7216","glamourösestes","0.004"
"7217","glamouröseste","0.004"
"7218","glamourösesten","0.004"
"7219","glamourösestem","0.004"
"7220","glanzvollster","0.004"
"7221","glanzvollst","0.004"
"7222","glanzvollerem","0.004"
"7223","glanzvollstem","0.004"
"7224","glanzvollsten","0.004"
"7225","glanzvolleren","0.004"
"7226","glanzvolles","0.004"
"7227","glanzvoller","0.004"
"7228","glanzvollerer","0.004"
"7229","glanzvollere","0.004"
"7230","glanzvolleres","0.004"
"7231","glanzvollen","0.004"
"7232","glanzvollem","0.004"
"7233","glanzvollste","0.004"
"7234","glanzvolle","0.004"
"7235","glanzvollstes","0.004"
"7236","glasklarere","0.004"
"7237","glasklarerer","0.004"
"7238","glasklare","0.004"
"7239","glasklarste","0.004"
"7240","glasklareres","0.004"
"7241","glasklarstes","0.004"
"7242","glasklareren","0.004"
"7243","glasklarerem","0.004"
"7244","glasklarst","0.004"
"7245","glasklarer","0.004"
"7246","glasklarstem","0.004"
"7247","glasklarsten","0.004"
"7248","glasklares","0.004"
"7249","glasklarem","0.004"
"7250","glasklaren","0.004"
"7251","glasklarster","0.004"
"7252","glatterer","0.1099"
"7253","glatteres","0.1099"
"7254","glatteren","0.1099"
"7255","glatterem","0.1099"
"7256","glattere","0.1099"
"7257","glattester","0.1099"
"7258","glattesten","0.1099"
"7259","glatten","0.1099"
"7260","glattem","0.1099"
"7261","glattestem","0.1099"
"7262","glatte","0.1099"
"7263","glattes","0.1099"
"7264","glatter","0.1099"
"7265","glattest","0.1099"
"7266","glattestes","0.1099"
"7267","glatteste","0.1099"
"7268","glaubwürdigerem","0.0893"
"7269","glaubwürdigeren","0.0893"
"7270","glaubwürdigeres","0.0893"
"7271","glaubwürdigerer","0.0893"
"7272","glaubwürdigste","0.0893"
"7273","glaubwürdige","0.0893"
"7274","glaubwürdigst","0.0893"
"7275","glaubwürdigstem","0.0893"
"7276","glaubwürdiges","0.0893"
"7277","glaubwürdiger","0.0893"
"7278","glaubwürdigstes","0.0893"
"7279","glaubwürdigen","0.0893"
"7280","glaubwürdigster","0.0893"
"7281","glaubwürdigem","0.0893"
"7282","glaubwürdigsten","0.0893"
"7283","glaubwürdigere","0.0893"
"7284","gleichstellt","0.004"
"7285","gleichstelle","0.004"
"7286","gleichgestellt","0.004"
"7287","gleichstellet","0.004"
"7288","gleichstellten","0.004"
"7289","gleichstellest","0.004"
"7290","gleichstelltet","0.004"
"7291","gleichstellst","0.004"
"7292","gleichstell","0.004"
"7293","gleichstelltest","0.004"
"7294","gleichstellte","0.004"
"7295","gleichwertigsten","0.004"
"7296","gleichwertigstem","0.004"
"7297","gleichwertigster","0.004"
"7298","gleichwertigstes","0.004"
"7299","gleichwertige","0.004"
"7300","gleichwertigerer","0.004"
"7301","gleichwertigeres","0.004"
"7302","gleichwertigerem","0.004"
"7303","gleichwertigeren","0.004"
"7304","gleichwertigere","0.004"
"7305","gleichwertigem","0.004"
"7306","gleichwertigen","0.004"
"7307","gleichwertigst","0.004"
"7308","gleichwertiger","0.004"
"7309","gleichwertiges","0.004"
"7310","gleichwertigste","0.004"
"7311","glorioserer","0.004"
"7312","glorioserem","0.004"
"7313","gloriosere","0.004"
"7314","glorioseren","0.004"
"7315","gloriosester","0.004"
"7316","gloriosestes","0.004"
"7317","gloriosen","0.004"
"7318","gloriosestem","0.004"
"7319","gloriosesten","0.004"
"7320","gloriosem","0.004"
"7321","gloriose","0.004"
"7322","glorioser","0.004"
"7323","gloriosest","0.004"
"7324","glorioses","0.004"
"7325","glorioseste","0.004"
"7326","glorioseres","0.004"
"7327","glorreichere","0.004"
"7328","glorreichste","0.004"
"7329","glorreichsten","0.004"
"7330","glorreichstem","0.004"
"7331","glorreicher","0.004"
"7332","glorreiches","0.004"
"7333","glorreicheres","0.004"
"7334","glorreichster","0.004"
"7335","glorreichen","0.004"
"7336","glorreichst","0.004"
"7337","glorreichstes","0.004"
"7338","glorreicherer","0.004"
"7339","glorreichem","0.004"
"7340","glorreicherem","0.004"
"7341","glorreicheren","0.004"
"7342","glorreiche","0.004"
"7343","glänzten","0.3397"
"7344","glänzte","0.3397"
"7345","glänzt","0.3397"
"7346","glänze","0.3397"
"7347","glänz","0.3397"
"7348","geglänzt","0.3397"
"7349","glänztest","0.3397"
"7350","glänztet","0.3397"
"7351","glänzest","0.3397"
"7352","glänzet","0.3397"
"7353","glänzenderer","0.2082"
"7354","glänzenderes","0.2082"
"7355","glänzende","0.2082"
"7356","glänzenden","0.2082"
"7357","glänzendst","0.2082"
"7358","glänzendem","0.2082"
"7359","glänzender","0.2082"
"7360","glänzenderen","0.2082"
"7361","glänzenderem","0.2082"
"7362","glänzendes","0.2082"
"7363","glänzendere","0.2082"
"7364","glänzendster","0.2082"
"7365","glänzendstes","0.2082"
"7366","glänzendste","0.2082"
"7367","glänzendsten","0.2082"
"7368","glänzendstem","0.2082"
"7369","glücklichsten","0.115"
"7370","glücklichere","0.115"
"7371","glücklichstem","0.115"
"7372","glücklichster","0.115"
"7373","glückliche","0.115"
"7374","glücklichem","0.115"
"7375","glücklichen","0.115"
"7376","glücklichst","0.115"
"7377","glückliches","0.115"
"7378","glücklicher","0.115"
"7379","glücklicheren","0.115"
"7380","glücklicherem","0.115"
"7381","glücklichste","0.115"
"7382","glücklichstes","0.115"
"7383","glücklicherer","0.115"
"7384","glücklicheres","0.115"
"7385","gnädigstes","0.004"
"7386","gnädigere","0.004"
"7387","gnädigste","0.004"
"7388","gnädigster","0.004"
"7389","gnädiges","0.004"
"7390","gnädiger","0.004"
"7391","gnädigerer","0.004"
"7392","gnädigeren","0.004"
"7393","gnädigerem","0.004"
"7394","gnädigst","0.004"
"7395","gnädigeres","0.004"
"7396","gnädige","0.004"
"7397","gnädigem","0.004"
"7398","gnädigen","0.004"
"7399","gnädigstem","0.004"
"7400","gnädigsten","0.004"
"7401","goldenere","0.004"
"7402","goldeneren","0.004"
"7403","goldenerem","0.004"
"7404","goldenen","0.004"
"7405","goldenem","0.004"
"7406","goldener","0.004"
"7407","goldenes","0.004"
"7408","goldene","0.004"
"7409","goldenster","0.004"
"7410","goldnerem","0.004"
"7411","goldneren","0.004"
"7412","goldensten","0.004"
"7413","goldenstem","0.004"
"7414","goldnerer","0.004"
"7415","goldner","0.004"
"7416","goldneres","0.004"
"7417","goldenerer","0.004"
"7418","goldenst","0.004"
"7419","goldnere","0.004"
"7420","goldenste","0.004"
"7421","goldenstes","0.004"
"7422","goldeneres","0.004"
"7423","goldigster","0.1991"
"7424","goldigeres","0.1991"
"7425","goldigstes","0.1991"
"7426","goldigerer","0.1991"
"7427","goldigsten","0.1991"
"7428","goldigste","0.1991"
"7429","goldigerem","0.1991"
"7430","goldigstem","0.1991"
"7431","goldigst","0.1991"
"7432","goldigeren","0.1991"
"7433","goldige","0.1991"
"7434","goldigen","0.1991"
"7435","goldigem","0.1991"
"7436","goldigere","0.1991"
"7437","goldiger","0.1991"
"7438","goldiges","0.1991"
"7439","grandiosester","0.1843"
"7440","grandiosestes","0.1843"
"7441","grandiosest","0.1843"
"7442","grandioser","0.1843"
"7443","grandiose","0.1843"
"7444","grandioses","0.1843"
"7445","grandiosen","0.1843"
"7446","grandioseste","0.1843"
"7447","grandiosem","0.1843"
"7448","grandiosere","0.1843"
"7449","grandioserer","0.1843"
"7450","grandioseres","0.1843"
"7451","grandiosesten","0.1843"
"7452","grandiosestem","0.1843"
"7453","grandioserem","0.1843"
"7454","grandioseren","0.1843"
"7455","gravierendstem","0.004"
"7456","gravierendsten","0.004"
"7457","gravierenderes","0.004"
"7458","gravierenden","0.004"
"7459","gravierendem","0.004"
"7460","gravierendes","0.004"
"7461","gravierender","0.004"
"7462","gravierendstes","0.004"
"7463","gravierenderer","0.004"
"7464","gravierendster","0.004"
"7465","gravierenderem","0.004"
"7466","gravierenderen","0.004"
"7467","gravierende","0.004"
"7468","gravierendst","0.004"
"7469","gravierendste","0.004"
"7470","gravierendere","0.004"
"7471","greifbarste","0.0886"
"7472","greifbarere","0.0886"
"7473","greifbare","0.0886"
"7474","greifbarem","0.0886"
"7475","greifbaren","0.0886"
"7476","greifbares","0.0886"
"7477","greifbarer","0.0886"
"7478","greifbarst","0.0886"
"7479","greifbarster","0.0886"
"7480","greifbarstes","0.0886"
"7481","greifbareren","0.0886"
"7482","greifbarstem","0.0886"
"7483","greifbarsten","0.0886"
"7484","greifbarerem","0.0886"
"7485","greifbarerer","0.0886"
"7486","greifbareres","0.0886"
"7487","grenzenlose","0.004"
"7488","grenzenlosestem","0.004"
"7489","grenzenloseste","0.004"
"7490","grenzenlosesten","0.004"
"7491","grenzenlosere","0.004"
"7492","grenzenloseres","0.004"
"7493","grenzenloserer","0.004"
"7494","grenzenloseren","0.004"
"7495","grenzenlosem","0.004"
"7496","grenzenloserem","0.004"
"7497","grenzenlosester","0.004"
"7498","grenzenlosen","0.004"
"7499","grenzenlosestes","0.004"
"7500","grenzenlosest","0.004"
"7501","grenzenloser","0.004"
"7502","grenzenloses","0.004"
"7503","großst","0.3694"
"7504","großen","0.3694"
"7505","großem","0.3694"
"7506","großste","0.3694"
"7507","große","0.3694"
"7508","großes","0.3694"
"7509","großer","0.3694"
"7510","großstes","0.3694"
"7511","großster","0.3694"
"7512","großere","0.3694"
"7513","großerer","0.3694"
"7514","großsten","0.3694"
"7515","großeres","0.3694"
"7516","großstem","0.3694"
"7517","großerem","0.3694"
"7518","großeren","0.3694"
"7519","großartigster","0.4606"
"7520","großartigem","0.4606"
"7521","großartigstes","0.4606"
"7522","großartigen","0.4606"
"7523","großartigste","0.4606"
"7524","großartigsten","0.4606"
"7525","großartigeren","0.4606"
"7526","großartigere","0.4606"
"7527","großartigerem","0.4606"
"7528","großartigeres","0.4606"
"7529","großartigst","0.4606"
"7530","großartigerer","0.4606"
"7531","großartige","0.4606"
"7532","großartigstem","0.4606"
"7533","großartiges","0.4606"
"7534","großartiger","0.4606"
"7535","großspurigerer","0.004"
"7536","großspurigeres","0.004"
"7537","großspurigerem","0.004"
"7538","großspurigeren","0.004"
"7539","großspuriges","0.004"
"7540","großspuriger","0.004"
"7541","großspurigere","0.004"
"7542","großspurigsten","0.004"
"7543","großspurige","0.004"
"7544","großspurigstem","0.004"
"7545","großspurigstes","0.004"
"7546","großspurigem","0.004"
"7547","großspurigste","0.004"
"7548","großspurigster","0.004"
"7549","großspurigen","0.004"
"7550","großspurigst","0.004"
"7551","großzügigstes","0.2077"
"7552","großzügigster","0.2077"
"7553","großzügigerer","0.2077"
"7554","großzügige","0.2077"
"7555","großzügigeres","0.2077"
"7556","großzügigsten","0.2077"
"7557","großzügigere","0.2077"
"7558","großzügigstem","0.2077"
"7559","großzügiges","0.2077"
"7560","großzügiger","0.2077"
"7561","großzügigem","0.2077"
"7562","großzügigen","0.2077"
"7563","großzügigeren","0.2077"
"7564","großzügigerem","0.2077"
"7565","großzügigste","0.2077"
"7566","großzügigst","0.2077"
"7567","grundlegendstem","0.004"
"7568","grundlegendsten","0.004"
"7569","grundlegendst","0.004"
"7570","grundlegendster","0.004"
"7571","grundlegende","0.004"
"7572","grundlegendstes","0.004"
"7573","grundlegenderen","0.004"
"7574","grundlegenderem","0.004"
"7575","grundlegenden","0.004"
"7576","grundlegendem","0.004"
"7577","grundlegenderer","0.004"
"7578","grundlegendste","0.004"
"7579","grundlegendes","0.004"
"7580","grundlegender","0.004"
"7581","grundlegenderes","0.004"
"7582","grundlegendere","0.004"
"7583","grundsätzliches","0.004"
"7584","grundsätzlicher","0.004"
"7585","grundsätzlichere","0.004"
"7586","grundsätzlichem","0.004"
"7587","grundsätzlichen","0.004"
"7588","grundsätzlicherer","0.004"
"7589","grundsätzlicheres","0.004"
"7590","grundsätzlichst","0.004"
"7591","grundsätzlichste","0.004"
"7592","grundsätzlichsten","0.004"
"7593","grundsätzlichstem","0.004"
"7594","grundsätzlicheren","0.004"
"7595","grundsätzlicherem","0.004"
"7596","grundsätzlichster","0.004"
"7597","grundsätzlichstes","0.004"
"7598","grundsätzliche","0.004"
"7599","größtmöglichstes","0.004"
"7600","größtmöglichste","0.004"
"7601","größtmöglichster","0.004"
"7602","größtmögliche","0.004"
"7603","größtmöglichstem","0.004"
"7604","größtmöglichsten","0.004"
"7605","größtmöglichere","0.004"
"7606","größtmöglicheren","0.004"
"7607","größtmöglicherem","0.004"
"7608","größtmöglicherer","0.004"
"7609","größtmöglicher","0.004"
"7610","größtmöglicheres","0.004"
"7611","größtmögliches","0.004"
"7612","größtmöglichem","0.004"
"7613","größtmöglichst","0.004"
"7614","größtmöglichen","0.004"
"7615","gründlichere","0.004"
"7616","gründlichstes","0.004"
"7617","gründlichsten","0.004"
"7618","gründlichst","0.004"
"7619","gründlichstem","0.004"
"7620","gründliche","0.004"
"7621","gründlichster","0.004"
"7622","gründlicherem","0.004"
"7623","gründlicheren","0.004"
"7624","gründlichen","0.004"
"7625","gründlichem","0.004"
"7626","gründlicherer","0.004"
"7627","gründliches","0.004"
"7628","gründlicher","0.004"
"7629","gründlicheres","0.004"
"7630","gründlichste","0.004"
"7631","gutere","0.3716"
"7632","guten","0.3716"
"7633","gutem","0.3716"
"7634","gutst","0.3716"
"7635","gutstem","0.3716"
"7636","guteres","0.3716"
"7637","guterer","0.3716"
"7638","gutster","0.3716"
"7639","gutstes","0.3716"
"7640","gute","0.3716"
"7641","guteren","0.3716"
"7642","gutsten","0.3716"
"7643","guterem","0.3716"
"7644","gutste","0.3716"
"7645","gutes","0.3716"
"7646","guter","0.3716"
"7647","gutgehende","0.004"
"7648","gutgehenden","0.004"
"7649","gutgehenderes","0.004"
"7650","gutgehendem","0.004"
"7651","gutgehenderer","0.004"
"7652","gutgehendes","0.004"
"7653","gutgehender","0.004"
"7654","gutgehendst","0.004"
"7655","gutgehendste","0.004"
"7656","gutgehendsten","0.004"
"7657","gutgehendere","0.004"
"7658","gutgehendstem","0.004"
"7659","gutgehendstes","0.004"
"7660","gutgehendster","0.004"
"7661","gutgehenderem","0.004"
"7662","gutgehenderen","0.004"
"7663","gönntet","0.3387"
"7664","gönnst","0.3387"
"7665","gegönnt","0.3387"
"7666","gönnte","0.3387"
"7667","gönnt","0.3387"
"7668","gönnest","0.3387"
"7669","gönne","0.3387"
"7670","gönntest","0.3387"
"7671","gönnten","0.3387"
"7672","gönnet","0.3387"
"7673","gönn","0.3387"
"7674","göttliche","0.004"
"7675","göttlichem","0.004"
"7676","göttlichstes","0.004"
"7677","göttlichen","0.004"
"7678","göttlichere","0.004"
"7679","göttliches","0.004"
"7680","göttlicher","0.004"
"7681","göttlichste","0.004"
"7682","göttlicheren","0.004"
"7683","göttlicherem","0.004"
"7684","göttlichsten","0.004"
"7685","göttlichst","0.004"
"7686","göttlicheres","0.004"
"7687","göttlichstem","0.004"
"7688","göttlicherer","0.004"
"7689","göttlichster","0.004"
"7690","gültige","0.004"
"7691","gültigerer","0.004"
"7692","gültigeres","0.004"
"7693","gültigeren","0.004"
"7694","gültigst","0.004"
"7695","gültigerem","0.004"
"7696","gültigstem","0.004"
"7697","gültigsten","0.004"
"7698","gültigere","0.004"
"7699","gültiger","0.004"
"7700","gültiges","0.004"
"7701","gültigen","0.004"
"7702","gültigster","0.004"
"7703","gültigem","0.004"
"7704","gültigstes","0.004"
"7705","gültigste","0.004"
"7706","günstigen","0.0946"
"7707","günstige","0.0946"
"7708","günstigem","0.0946"
"7709","günstigeren","0.0946"
"7710","günstigere","0.0946"
"7711","günstigerem","0.0946"
"7712","günstiger","0.0946"
"7713","günstigste","0.0946"
"7714","günstiges","0.0946"
"7715","günstigster","0.0946"
"7716","günstigstes","0.0946"
"7717","günstigst","0.0946"
"7718","günstigstem","0.0946"
"7719","günstigsten","0.0946"
"7720","günstigerer","0.0946"
"7721","günstigeres","0.0946"
"7722","gütigerer","0.004"
"7723","gütigerem","0.004"
"7724","gütigeren","0.004"
"7725","gütigeres","0.004"
"7726","gütigst","0.004"
"7727","gütigstem","0.004"
"7728","gütigsten","0.004"
"7729","gütigen","0.004"
"7730","gütigem","0.004"
"7731","gütiges","0.004"
"7732","gütigster","0.004"
"7733","gütiger","0.004"
"7734","gütigste","0.004"
"7735","gütigstes","0.004"
"7736","gütigere","0.004"
"7737","gütige","0.004"
"7738","gütlichst","0.004"
"7739","gütlicherer","0.004"
"7740","gütlichstes","0.004"
"7741","gütlicheres","0.004"
"7742","gütlicherem","0.004"
"7743","gütliche","0.004"
"7744","gütlicheren","0.004"
"7745","gütlichem","0.004"
"7746","gütlichen","0.004"
"7747","gütliches","0.004"
"7748","gütlicher","0.004"
"7749","gütlichsten","0.004"
"7750","gütlichste","0.004"
"7751","gütlichstem","0.004"
"7752","gütlichster","0.004"
"7753","gütlichere","0.004"
"7754","handfesterem","0.004"
"7755","handfesteren","0.004"
"7756","handfestestes","0.004"
"7757","handfestester","0.004"
"7758","handfeste","0.004"
"7759","handfestest","0.004"
"7760","handfesterer","0.004"
"7761","handfesteres","0.004"
"7762","handfestesten","0.004"
"7763","handfestes","0.004"
"7764","handfesteste","0.004"
"7765","handfester","0.004"
"7766","handfesten","0.004"
"7767","handfestere","0.004"
"7768","handfestestem","0.004"
"7769","handfestem","0.004"
"7770","handlichen","0.2025"
"7771","handlicheres","0.2025"
"7772","handlichst","0.2025"
"7773","handlichem","0.2025"
"7774","handliches","0.2025"
"7775","handlichstes","0.2025"
"7776","handlicher","0.2025"
"7777","handlicherer","0.2025"
"7778","handlicheren","0.2025"
"7779","handliche","0.2025"
"7780","handlicherem","0.2025"
"7781","handlichste","0.2025"
"7782","handlichster","0.2025"
"7783","handlichere","0.2025"
"7784","handlichstem","0.2025"
"7785","handlichsten","0.2025"
"7786","harmonischerem","0.3489"
"7787","harmonischstem","0.3489"
"7788","harmonischsten","0.3489"
"7789","harmonische","0.3489"
"7790","harmonischerer","0.3489"
"7791","harmonischeres","0.3489"
"7792","harmonischeren","0.3489"
"7793","harmonisches","0.3489"
"7794","harmonischer","0.3489"
"7795","harmonischem","0.3489"
"7796","harmonischen","0.3489"
